Restaurant,Reviewer,Review,Rating,Metadata
Olive Garden,Ananth Popuri,"Place was fine. And the food was okay. But i guess the people who served us was not sure about Zomato offers when you are a gold member.

It’s good for buffet, but I would not recommend for Zomato gold membership.",3,"12 Reviews , 4 Followers"
Olive Garden,Reshma Reshma.rn,very bad.nt frsh..,1,"1 Review , 1 Follower"
Olive Garden,Vinayak Modi,Good food and service. Went during Hyderabad trip and had ala carte lunch on Sunday. Quantity and quality both were good. Value for money and good taste. nice ambience. Parking can be an issue during rush hours. But place is good.,4,"19 Reviews , 4 Followers"
Olive Garden,Jayaram,"Been exploring about restaurants in Gachibowli and found this place. Been to this restaurant ordered chicken drumsticks and spl chicken biryani which tasted really good, finally ended with a good dinner. As the taste was good ordered a non veg combo next day and surprised to see a cockroach in the meal. It was really a bad experience to see a cockroach where the restaurant has taken away all the positive views that I had towards it. Please don’t play with health of customers, it takes time for anybody to order food again if we come across these situations. Please note that Restaurants shouldn’t be the place to hospitalise customers by making them unhealthy. Apologies will not do anything, maintain healthy and hygiene environment. Thank you olive, you lost a customer and I will not visit this place anymore.",1,"2 Reviews , 1 Follower"
Olive Garden,Shyamasundareddy,"We visited this place as group of 15 for team lunch and we ordered Buffet Lunch started with soup sweet corn soup and starters schezwan drumustick were delicious and sweet Rasmalai was very good.

The ambiance is good and service good.",5,"1 Review , 8 Followers"
Cascade - Radisson Hyderabad Hitec City,Guru Nag,"Food is not at all good, and the staff is not professional, parking floors are worst.they are not maintaining up-to the mark.bettrr to avoid the radiason",1,"3 Reviews , 18 Followers"
Cascade - Radisson Hyderabad Hitec City,Amar,"Went there for a dinner buffet. Highly disappointing. Firstly, they quoted wrong price over the call. On top of it, there were very limited items in the buffet. The ones that were there were mediocre as well. We felt a road side dhaba would have been better.",2,"10 Reviews , 10 Followers"
Cascade - Radisson Hyderabad Hitec City,Dinesh Rajagiri,"An evening in THE Radisson itself is one it's kind. And when the food is unlimited, it's just bliss - a heaven on earth.

We had booked a table via Nearbuy and were eager to embraced the experience of the world class hospitality, variety of dishes and a great ambience. But somehow, we don't know all that excitement was dipped a bit when we started experiencing it. It is maybe because of our exaggeration or it wad just like that, we don't know.

When I retrospect back home, I thought that it was due to the inattentiveness of the staff there. Not that they were rude but they didn't care much. The manager was busy boasting the foreign customers who were dining beside us.

Well, coming to the dishes, we had a nice sumptuous dinner. The best part was the dessert section. If had a variety of spreads. It was as if the whole chocolates in the world were right in front of the eyes.
Oh, boy! I had a ball.

Had the staff had been a little attentive, I'd have rated an easy 4.0! I guess they neglected us because we bought vouchers from the Nearbuy. But we've been too many 5-star hotels earlier using the voucher but never were treated differently.

Taste - 3/5
Ambience - 3/5
Staff - 2/5
Value for money - 3/5",3,"35 Reviews , 74 Followers"
Cascade - Radisson Hyderabad Hitec City,Soham Chakravarty,"We went for the dinner buffet. The food spread was quite good. Liked the non-veg section more.

The hospitality was really superb and make you very comfortable.",4,"38 Reviews , 624 Followers"
Cascade - Radisson Hyderabad Hitec City,Rakesh Dadigela,"Really wonderful great place to have a buffet.
The buffet spread is very nice
Appam was tasty .completely satisfied with the taste.i really want to appreciate Radisson staff especially mr.salim and Mr.naresh they are very proactive .I would recommend this place to have food",5,"3 Reviews , 1 Follower"
Cascade - Radisson Hyderabad Hitec City,Jimut Deblaskar,"This seemed to me as mainly buffet focussed - breakfast, lunch and dinner - staying guests being the main clientele. I’ve had a few meals here and couldn’t complain. Standard fare with many options laid out which probably won’t wow you, but you’ll find a few things that you’ll like.

Their service is really good and I find the ambience very relaxed. The a la carte section is quite limited and basic but they do make a pretty mean grilled fish dish.",3,"90 Reviews , 512 Followers"
Cascade - Radisson Hyderabad Hitec City,Madhavi Thengdi Thalathoti,"Dinner Buffet has an amazing varieties of veg and non-veg. Quality & Quantity of food on offer was good. Food was very tasty and the ambience is world class.
Staff were very friendly, polite and respectful. Overall a great dining experience. I would strongly recommend this place for family and office gatherings.",5,"1 Review , 16 Followers"
Cascade - Radisson Hyderabad Hitec City,Ram Raju,Scrumptious buffet which reached my expectations. I can just say that best place to have a proper buffet with all the items good for both veg and non veg items. Great service. Pleased with their service. Ambience is simply cool..,4,"30 Reviews , 101 Followers"
Cascade - Radisson Hyderabad Hitec City,Karishma Bhatt,"One of the most pathetic and tasteless food i ever had. This 1 rating is also only because of ambience. Remaining things just shit. I went for buffet here having lots and lots of expectations, but all waste. I didnot understand still what cuisines or what food they are trying to serve ! First of all , all the menu in the buffet were cold, i felt like i am eating a day before's food. Not at all fresh. You will find lots and lots of varities in buffet, but when it comes to taste, disappointed. It was completely waste of money. Services and hospitality was somewhat good. But i am not at all happy with this place. To the Management ,here is request Please Change your menu and the way you cook. There are many other places which serves far better food. I cannt even think to visit this place again.
Ambience - 4/5
Food - 0/5
Service - 3 /5
Price - 0/5",1,"90 Reviews , 148 Followers"
Cascade - Radisson Hyderabad Hitec City,Sonali Rakesh,"The buffet here was fantastic. Very well selected dishes, some spicy, some creamy, some unique, some simple and an amazing collection of desserts. I went with a group of 8 friends for the lunch buffet and everyone enjoyed the meal, ambiance and service extended towards us. Mr Suresh Reddy who is the F&B manager ensured that we had a very good time during our special get together. By the time we decide we needed something, it was served to us without prompting. That was Fantastic!! Thank you so much to the manager and his whole team for making our meet special. 🙂",5,"14 Reviews , 7 Followers"
Triptify,Kamal Rana,"This place might be good but it's the worst now. Ordered a Chicken Keema paratha and got some vegetarian paratha instead.
Not only was the order incorrect but it was burnt!
Zomato refused to help on the issue.",1,"2 Reviews , 2 Followers"
Triptify,Aditi Gupta,"We ordered Aaloo parantha for Lunch from this place. Their packaging is really convenient , compact, handy and presentable. The package had 2 big stuffed parantha, butter, curd and green chutney. 

But the paranthas were very thick, less cooked and under stuffed. Also i was expecting pickle in the package.",2,"58 Reviews , 150 Followers"
Triptify,Hemant Bahal,too spicy parathas ... though they were good but they can make it less spicier.. it would be better,3,"52 Reviews , 86 Followers"
Triptify,Mahathi Natva,"I ordered the combo of aloo paratha and paneer paratha. I really like the quality and quantity that they give in one serving along with the curd, green chutney and pickle and a small butter. It is really a wholesome and flavorful meal for a person. If you are craving for some home style paratas this is a really good place.",4,"22 Reviews , 92 Followers"
Triptify,Kiran,Ordered paneer Mexican corn paratha. Tasting super and liked it.,5,"11 Reviews , 1 Follower"
Triptify,Venkatesh Pandiri,Veg items are good especially panneer. There is hardly any chicken in the chicken cheese paratha............................................,4,"1 Review , 8 Followers"
Triptify,Lokendra,"It was smelling bad , kind of rotten smell",1,"10 Reviews , 5 Followers"
Triptify,Shraddha Singh,"I ordered Paneer Paratha combo expecting to get something really delicious but what I received did not meet my expectations. The paratha was abundantly stuffed but it's taste was not that good. Also, it was way too thick.",3,"16 Reviews , 55 Followers"
Triptify,Prakash Bhat,packaging was excellent... paratha could have been less oily.... taste was good.,4,"2 Reviews , 4 Followers"
Triptify,Abhilash Surapuram,"it's not good,earlier it was good ,but today food is not good",2,"2 Reviews , 20 Followers"
Shah Ghouse Spl Shawarma,Naveen T,"Some pieces of chicken are totally uncooked (raw) and important thing, I had ordered for two shawarmas and I got only one, I don't know what went and whose fault it is....
One who delivered, he was saying that you had ordered only one... When I spoke with the person of hotel who answered my call, said that it may be delivery boys fault,
Seems that no value for customer queries...",1,"4 Reviews , 1 Follower"
Shah Ghouse Spl Shawarma,Bharti Mehta,"Delivery Review :

Ordered a Chicken Rumali Shawarma.

The chicken was so hard that it was very difficult to chew.

Also the spice levels are very high so please add an extra note if you want less spicy.

Overall it was okayish.

Had to throw away half of it as both Rumali and the Chicken were very chewy.

Giving 2 star because they didn't add mayo as requested.

Overall it is just okay and you can definitely find better ones in the city.",2,"84 Reviews , 387 Followers"
